musteri_id,persona,toplam_gelir_hacmi,toplam_gider_hacmi,gelir_islem_sayisi,gelir_kaynagi_sayisi,gelir_duzenliligi,gider_gelir_orani,bakiye_trendi,fatura_odeme_duzeni,hesap_hareket_yogunlugu,klasik_skor,temerrut_olasiligi_gercek,temerrut
723,ogrenci_yuksek_hacim,114135.0,67332.0,27,4,0.168,0.59,48.37,0.667,0.411,624,0.1169,1
724,dusuk_hacim_riskli,627.0,2250.0,1,1,0.0,3.589,-30.843,0.333,0.266,500,1.0,1
725,klasik_maasli,167552.0,108520.0,6,1,1.0,0.648,1.115,0.833,0.288,850,0.1335,0
726,stajyer_degisken_gelir,66803.0,63041.0,10,2,0.208,0.944,4.46,1.0,0.316,606,0.0336,0
727,dusuk_hacim_riskli,692.0,2250.0,1,1,0.0,3.251,-29.569,1.0,0.261,500,1.0,1
728,stajyer_degisken_gelir,100632.0,66978.0,14,2,0.415,0.666,29.714,0.5,0.331,640,0.0264,0
729,klasik_maasli,159113.0,134131.0,6,1,1.0,0.843,14.295,0.667,0.287,850,0.0183,0
730,stajyer_degisken_gelir,74619.0,51013.0,10,2,0.244,0.684,18.446,0.833,0.307,614,0.0177,0
731,stajyer_degisken_gelir,108558.0,85308.0,14,2,0.35,0.786,0.686,1.0,0.339,648,0.182,0
732,stajyer_degisken_gelir,78629.0,65134.0,9,2,0.373,0.828,9.96,0.5,0.316,618,0.2239,1
733,dusuk_hacim_riskli,6595.0,7381.0,3,1,0.537,1.119,-6.425,0.333,0.274,506,0.9782,1
734,ogrenci_yuksek_hacim,144162.0,88365.0,27,4,0.318,0.613,13.388,1.0,0.409,654,0.0078,0
735,klasik_maasli,144451.0,121261.0,6,1,1.0,0.839,-0.039,0.5,0.291,844,0.0696,0
736,dusuk_hacim_riskli,5736.0,5475.0,4,1,0.009,0.954,2.615,0.833,0.274,505,0.0572,0
737,dusuk_hacim_riskli,3819.0,4211.0,2,1,0.0,1.103,-4.955,1.0,0.261,503,0.9531,1
738,ogrenci_yuksek_hacim,118329.0,60915.0,27,4,0.616,0.515,77.246,1.0,0.402,628,0.0017,0
739,ogrenci_yuksek_hacim,149400.0,86917.0,27,4,0.527,0.582,27.442,0.667,0.402,659,0.0039,0
740,stajyer_degisken_gelir,82263.0,54364.0,11,2,0.363,0.661,26.879,0.333,0.339,622,0.0262,0
741,ogrenci_yuksek_hacim,152711.0,85740.0,27,4,0.555,0.561,22.615,0.833,0.419,662,0.0069,0
742,ogrenci_yuksek_hacim,123047.0,90236.0,29,4,0.049,0.733,18.369,1.0,0.418,633,0.0332,0
743,ogrenci_yuksek_hacim,121130.0,107197.0,28,4,0.243,0.885,5.517,0.5,0.415,631,0.0618,0
744,ogrenci_yuksek_hacim,94345.0,52347.0,27,4,0.365,0.555,13.512,0.667,0.414,604,0.0184,0
745,ogrenci_yuksek_hacim,111160.0,60061.0,30,4,0.351,0.54,24.448,0.833,0.424,621,0.0055,0
746,dusuk_hacim_riskli,1376.0,2252.0,1,1,0.0,1.637,-16.196,1.0,0.257,501,0.9918,1
747,ogrenci_yuksek_hacim,136780.0,120394.0,27,4,0.047,0.88,9.115,0.667,0.411,646,0.3575,0
748,klasik_maasli,156210.0,134656.0,6,1,1.0,0.862,-0.173,0.333,0.302,850,0.2691,0
749,ogrenci_yuksek_hacim,151620.0,93366.0,26,4,0.525,0.616,5.56,1.0,0.406,661,0.0064,0
750,klasik_maasli,174305.0,105181.0,6,1,1.0,0.603,1.374,0.667,0.287,850,0.0073,0
751,klasik_maasli,150442.0,108045.0,6,1,1.0,0.718,19.961,0.5,0.29,850,0.0256,0
752,dusuk_hacim_riskli,813.0,2250.0,1,1,0.0,2.768,-27.196,1.0,0.26,500,0.9999,1
753,ogrenci_yuksek_hacim,118492.0,67519.0,29,4,0.114,0.57,17.665,0.833,0.418,628,0.0737,0
754,ogrenci_yuksek_hacim,141200.0,109222.0,26,4,0.289,0.774,12.838,0.667,0.408,651,0.0571,0
755,klasik_maasli,142108.0,129526.0,6,1,1.0,0.911,-0.471,0.5,0.285,842,0.1175,0
756,ogrenci_yuksek_hacim,112706.0,102964.0,27,4,0.302,0.914,7.256,1.0,0.402,622,0.381,0
757,ogrenci_yuksek_hacim,134765.0,124468.0,29,4,0.094,0.924,1.669,0.167,0.416,644,0.3275,0
758,ogrenci_yuksek_hacim,164388.0,117509.0,29,4,0.181,0.715,17.131,1.0,0.413,674,0.0292,0
759,ogrenci_yuksek_hacim,122663.0,74311.0,26,4,0.525,0.606,23.489,0.667,0.399,632,0.0072,0
760,stajyer_degisken_gelir,81041.0,62145.0,13,2,0.38,0.767,16.513,0.5,0.322,621,0.1788,0
761,ogrenci_yuksek_hacim,130113.0,101990.0,26,4,0.263,0.784,10.437,0.667,0.401,640,0.0112,0
762,klasik_maasli,198859.0,187094.0,6,1,1.0,0.941,-0.645,0.833,0.285,850,0.2648,0
763,ogrenci_yuksek_hacim,142620.0,95640.0,26,4,0.39,0.671,35.291,1.0,0.403,652,0.0082,0
764,ogrenci_yuksek_hacim,110526.0,95344.0,26,4,0.375,0.863,1.58,1.0,0.397,620,0.1862,0
765,klasik_maasli,139383.0,82160.0,6,1,1.0,0.589,1.463,0.333,0.285,839,0.0532,0
766,ogrenci_yuksek_hacim,138468.0,108287.0,26,4,0.076,0.782,10.524,1.0,0.418,648,0.0224,0
767,stajyer_degisken_gelir,79333.0,60464.0,10,2,0.484,0.762,29.33,0.667,0.311,619,0.0032,0
768,stajyer_degisken_gelir,107383.0,77186.0,12,2,0.368,0.719,0.926,0.833,0.339,647,0.1089,0
769,ogrenci_yuksek_hacim,159139.0,82839.0,28,4,0.292,0.521,36.939,1.0,0.41,669,0.0094,0
770,dusuk_hacim_riskli,6143.0,6292.0,3,1,0.844,1.024,0.123,0.667,0.27,506,0.5026,0
771,klasik_maasli,144914.0,97238.0,6,1,1.0,0.671,0.962,1.0,0.288,844,0.0157,0
772,ogrenci_yuksek_hacim,100607.0,53957.0,30,4,0.233,0.536,9.972,0.667,0.452,610,0.0061,0
773,klasik_maasli,127337.0,89366.0,6,1,1.0,0.702,0.795,0.5,0.291,827,0.1605,1
774,klasik_maasli,178991.0,121686.0,6,1,1.0,0.68,0.922,1.0,0.288,850,0.0224,0
775,klasik_maasli,133610.0,98460.0,6,1,1.0,0.737,0.588,0.833,0.291,833,0.1336,0
776,ogrenci_yuksek_hacim,121437.0,97139.0,26,4,0.663,0.8,5.323,0.333,0.408,631,0.0426,0
777,ogrenci_yuksek_hacim,108625.0,59970.0,26,4,0.39,0.552,35.336,0.5,0.394,618,0.0083,0
778,klasik_maasli,173657.0,119298.0,6,1,1.0,0.687,0.888,0.333,0.285,850,0.021,0
779,klasik_maasli,164242.0,117008.0,6,1,1.0,0.712,0.725,0.833,0.298,850,0.0269,0
780,klasik_maasli,147021.0,105127.0,6,1,1.0,0.715,0.7,1.0,0.295,847,0.0271,0
781,dusuk_hacim_riskli,6446.0,6799.0,3,1,0.08,1.055,-0.595,0.5,0.287,506,0.6731,1
782,dusuk_hacim_riskli,1653.0,2325.0,1,1,0.0,1.407,-12.196,0.5,0.263,501,0.9736,1
783,stajyer_degisken_gelir,95460.0,75026.0,14,2,0.158,0.786,15.805,0.5,0.343,635,0.0648,0
784,ogrenci_yuksek_hacim,139400.0,130544.0,26,4,0.301,0.936,0.055,1.0,0.406,649,0.2735,1
785,dusuk_hacim_riskli,4967.0,5546.0,3,1,0.698,1.117,-2.333,0.5,0.273,504,0.8822,1
786,stajyer_degisken_gelir,116931.0,73059.0,15,2,0.176,0.625,2.812,0.833,0.345,656,0.0043,0
787,stajyer_degisken_gelir,107100.0,104750.0,14,2,0.414,0.978,2.132,1.0,0.331,647,0.2164,0
788,stajyer_degisken_gelir,78756.0,57548.0,9,2,0.409,0.731,11.7,1.0,0.302,618,0.0067,0
789,dusuk_hacim_riskli,992.0,2250.0,1,1,0.0,2.268,-23.686,0.833,0.261,500,0.9992,1
790,dusuk_hacim_riskli,1559.0,2288.0,1,1,0.0,1.468,-13.314,0.167,0.277,501,0.9961,1
791,klasik_maasli,168291.0,94392.0,6,1,1.0,0.561,1.643,0.5,0.288,850,0.0068,0
792,ogrenci_yuksek_hacim,167432.0,86747.0,29,4,0.26,0.518,21.551,0.667,0.42,677,0.0035,0
793,ogrenci_yuksek_hacim,119706.0,89246.0,26,4,0.206,0.746,24.965,0.333,0.401,629,0.086,0
794,stajyer_degisken_gelir,96197.0,61621.0,14,2,0.159,0.641,24.765,1.0,0.333,636,0.0287,0
795,stajyer_degisken_gelir,85534.0,82579.0,9,2,0.455,0.965,-0.422,1.0,0.307,625,0.6356,1
796,klasik_maasli,141165.0,104249.0,6,1,1.0,0.738,24.924,0.833,0.305,841,0.0098,0
797,ogrenci_yuksek_hacim,137166.0,71730.0,27,4,0.416,0.523,48.008,0.833,0.404,647,0.0023,0
798,stajyer_degisken_gelir,85252.0,71216.0,12,2,0.286,0.835,13.531,0.833,0.324,625,0.0171,0
799,ogrenci_yuksek_hacim,95608.0,72209.0,28,4,0.388,0.755,9.451,1.0,0.42,605,0.0217,0
800,klasik_maasli,138010.0,88537.0,6,1,1.0,0.642,1.163,0.5,0.285,838,0.0582,0
801,stajyer_degisken_gelir,105737.0,89074.0,14,2,0.305,0.842,9.719,0.667,0.337,645,0.0642,1
802,klasik_maasli,190824.0,144959.0,6,1,1.0,0.76,0.442,0.667,0.287,850,0.1178,0
803,ogrenci_yuksek_hacim,153052.0,131096.0,26,4,0.684,0.857,6.369,0.5,0.399,663,0.2046,1
804,ogrenci_yuksek_hacim,108530.0,98105.0,30,4,0.187,0.904,2.285,0.833,0.434,618,0.4073,0
805,stajyer_degisken_gelir,95807.0,82196.0,13,2,0.436,0.858,0.316,0.5,0.339,635,0.3205,0
806,ogrenci_yuksek_hacim,99560.0,76052.0,28,4,0.214,0.764,6.999,0.833,0.417,609,0.0489,0
807,stajyer_degisken_gelir,101920.0,86527.0,12,2,0.331,0.849,0.232,1.0,0.324,641,0.2442,1
808,ogrenci_yuksek_hacim,103566.0,71305.0,29,4,0.229,0.688,12.682,0.667,0.428,613,0.0204,0
809,stajyer_degisken_gelir,104754.0,87166.0,12,2,0.337,0.832,1.347,0.333,0.318,644,0.1346,0
810,klasik_maasli,137526.0,128139.0,6,1,1.0,0.932,-0.593,1.0,0.285,837,0.0637,0
811,klasik_maasli,150381.0,91792.0,6,1,1.0,0.61,1.337,0.667,0.288,850,0.0128,0
812,stajyer_degisken_gelir,102349.0,87592.0,12,2,0.497,0.856,1.369,0.667,0.318,642,0.0559,0
813,klasik_maasli,175885.0,108406.0,6,1,1.0,0.616,1.3,0.667,0.285,850,0.033,0
814,ogrenci_yuksek_hacim,133101.0,103331.0,28,4,0.214,0.776,9.446,0.5,0.408,643,0.3807,1
815,klasik_maasli,160884.0,124824.0,6,1,1.0,0.776,0.344,1.0,0.29,850,0.2802,0
816,stajyer_degisken_gelir,75973.0,59930.0,10,2,0.179,0.789,5.405,0.667,0.322,615,0.0623,0
817,klasik_maasli,150299.0,112013.0,6,1,1.0,0.745,0.54,0.833,0.285,850,0.0506,0
818,ogrenci_yuksek_hacim,166128.0,157458.0,29,4,0.342,0.948,-0.03,0.5,0.418,676,0.7677,0
819,stajyer_degisken_gelir,107381.0,72971.0,15,2,0.155,0.68,25.012,0.833,0.347,647,0.0248,0
820,ogrenci_yuksek_hacim,108383.0,100465.0,27,4,0.646,0.927,1.366,0.667,0.409,618,0.1584,0
821,ogrenci_yuksek_hacim,130955.0,101881.0,26,4,0.102,0.778,16.707,0.833,0.401,640,0.0155,0
822,ogrenci_yuksek_hacim,137787.0,92780.0,27,4,0.182,0.673,15.361,0.833,0.416,647,0.0518,0
823,ogrenci_yuksek_hacim,155584.0,134809.0,27,4,0.329,0.866,7.065,0.5,0.409,665,0.0313,0
824,klasik_maasli,140152.0,87931.0,6,1,1.0,0.627,1.241,0.333,0.288,840,0.1171,0
825,klasik_maasli,113792.0,77023.0,6,1,1.0,0.677,22.439,0.167,0.293,813,0.006,0
826,dusuk_hacim_riskli,3154.0,3448.0,2,1,0.0,1.093,-2.831,0.5,0.27,503,0.9789,1
827,ogrenci_yuksek_hacim,120353.0,103773.0,26,4,0.056,0.862,4.536,0.833,0.399,630,0.0395,0
828,stajyer_degisken_gelir,99394.0,66845.0,12,2,0.349,0.673,1.5,0.167,0.32,639,0.0828,0
829,klasik_maasli,208393.0,185588.0,6,1,1.0,0.891,-0.342,1.0,0.285,850,0.1429,0
830,ogrenci_yuksek_hacim,134500.0,90182.0,27,4,0.289,0.67,23.657,0.333,0.407,644,0.008,0
831,ogrenci_yuksek_hacim,145321.0,106651.0,27,4,0.303,0.734,16.4,0.667,0.409,655,0.1794,0
832,ogrenci_yuksek_hacim,167055.0,127352.0,28,4,0.125,0.762,25.829,0.5,0.427,677,0.0475,0
833,dusuk_hacim_riskli,3617.0,3656.0,3,1,0.659,1.011,0.565,0.667,0.276,503,0.075,0
834,dusuk_hacim_riskli,5157.0,4858.0,3,1,0.283,0.942,3.346,0.833,0.281,505,0.1619,0
835,ogrenci_yuksek_hacim,125077.0,99703.0,25,4,0.245,0.797,2.298,0.5,0.402,635,0.0217,0
836,klasik_maasli,162566.0,144312.0,6,1,1.0,0.888,-0.326,1.0,0.285,850,0.078,0
837,klasik_maasli,192461.0,145002.0,6,1,1.0,0.753,0.48,1.0,0.304,850,0.1509,0
838,ogrenci_yuksek_hacim,128066.0,121350.0,30,4,0.535,0.948,1.062,0.333,0.421,638,0.2639,0
839,ogrenci_yuksek_hacim,115333.0,58315.0,26,4,0.368,0.506,18.75,0.667,0.408,625,0.0313,0
840,dusuk_hacim_riskli,3822.0,3781.0,2,1,0.0,0.989,-0.964,1.0,0.264,503,0.2694,0
841,klasik_maasli,162049.0,141391.0,6,1,1.0,0.873,-0.233,1.0,0.305,850,0.3171,0
842,ogrenci_yuksek_hacim,152095.0,112713.0,29,4,0.36,0.741,10.389,0.833,0.418,662,0.0065,0
843,dusuk_hacim_riskli,2599.0,2630.0,2,1,0.0,1.012,0.373,1.0,0.269,502,0.7005,1
844,dusuk_hacim_riskli,4382.0,5104.0,2,1,0.0,1.165,-3.382,0.5,0.272,504,0.8687,0
845,stajyer_degisken_gelir,95701.0,79560.0,11,2,0.328,0.831,7.782,1.0,0.313,635,0.0358,0
846,klasik_maasli,196267.0,116884.0,6,1,1.0,0.596,1.429,0.833,0.29,850,0.0358,0
847,stajyer_degisken_gelir,93953.0,76838.0,11,2,0.203,0.818,15.479,0.333,0.322,633,0.1139,0
848,dusuk_hacim_riskli,5000.0,5700.0,2,1,0.0,1.14,-2.709,0.667,0.269,505,0.9854,1
849,ogrenci_yuksek_hacim,136897.0,126745.0,28,4,0.493,0.926,2.495,1.0,0.412,646,0.0266,0
850,klasik_maasli,207714.0,146435.0,6,1,1.0,0.705,0.769,0.5,0.293,850,0.035,0
851,stajyer_degisken_gelir,91324.0,71797.0,12,2,0.329,0.786,1.797,1.0,0.32,631,0.0787,0
852,stajyer_degisken_gelir,108496.0,97697.0,13,2,0.363,0.9,-0.259,0.333,0.326,648,0.8032,1
853,ogrenci_yuksek_hacim,131374.0,84671.0,29,4,0.34,0.645,18.12,0.667,0.418,641,0.0987,0
854,ogrenci_yuksek_hacim,137360.0,73805.0,29,4,0.241,0.537,17.995,0.833,0.428,647,0.04,0
855,ogrenci_yuksek_hacim,128795.0,92734.0,29,4,0.197,0.72,10.144,1.0,0.423,638,0.0064,0
856,stajyer_degisken_gelir,93255.0,59664.0,13,2,0.444,0.64,31.453,1.0,0.326,633,0.0074,0
857,ogrenci_yuksek_hacim,132642.0,114790.0,28,4,0.1,0.865,6.208,0.833,0.412,642,0.0233,0
858,dusuk_hacim_riskli,1685.0,2268.0,1,1,0.0,1.346,-10.451,0.5,0.263,501,0.9838,1
859,klasik_maasli,163849.0,96298.0,6,1,1.0,0.588,1.473,0.667,0.291,850,0.0491,0
860,dusuk_hacim_riskli,3432.0,3548.0,2,1,0.0,1.034,-0.345,1.0,0.272,503,0.8506,1
861,ogrenci_yuksek_hacim,127951.0,111970.0,27,4,0.095,0.875,7.571,0.167,0.404,637,0.0509,0
862,klasik_maasli,150169.0,90071.0,6,1,1.0,0.6,1.401,0.333,0.29,850,0.0694,1
863,stajyer_degisken_gelir,91081.0,77880.0,14,2,0.199,0.855,7.85,1.0,0.347,631,0.1241,1
864,klasik_maasli,118774.0,112379.0,6,1,1.0,0.946,-0.677,1.0,0.288,818,0.2964,0
865,ogrenci_yuksek_hacim,119511.0,69298.0,30,4,0.334,0.58,8.735,1.0,0.421,629,0.0186,0
866,ogrenci_yuksek_hacim,149394.0,124030.0,27,4,0.439,0.83,5.938,0.5,0.407,659,0.0331,0
867,dusuk_hacim_riskli,4721.0,4542.0,3,1,0.367,0.962,2.156,1.0,0.27,504,0.1006,1
868,ogrenci_yuksek_hacim,111873.0,105952.0,28,4,0.276,0.947,0.726,0.333,0.412,621,0.3744,0
869,klasik_maasli,165950.0,126232.0,6,1,1.0,0.761,0.438,0.667,0.295,850,0.1909,0
870,klasik_maasli,145024.0,99244.0,6,1,1.0,0.684,20.844,0.5,0.285,845,0.0074,0
871,stajyer_degisken_gelir,74903.0,65424.0,9,2,0.452,0.873,9.235,0.667,0.3,614,0.0659,0
872,stajyer_degisken_gelir,88146.0,56389.0,13,2,0.306,0.64,21.412,0.833,0.322,628,0.0097,0
873,klasik_maasli,117802.0,78469.0,6,1,1.0,0.666,1.025,0.833,0.293,817,0.1118,0
874,stajyer_degisken_gelir,83235.0,79411.0,11,2,0.194,0.954,3.012,0.5,0.32,623,0.0151,0
875,stajyer_degisken_gelir,90701.0,76967.0,12,2,0.257,0.849,0.11,0.0,0.328,630,0.4941,1
876,ogrenci_yuksek_hacim,127597.0,77238.0,30,4,0.204,0.605,14.876,0.833,0.419,637,0.0402,0
877,klasik_maasli,200858.0,132522.0,6,1,1.0,0.66,1.048,1.0,0.285,850,0.0074,0
878,ogrenci_yuksek_hacim,110549.0,65540.0,27,4,0.263,0.593,8.176,0.333,0.404,620,0.0159,0
879,klasik_maasli,141940.0,119609.0,6,1,1.0,0.843,-0.059,1.0,0.285,841,0.1952,0
880,ogrenci_yuksek_hacim,147362.0,78981.0,27,4,0.333,0.536,21.34,1.0,0.407,657,0.0117,0
881,ogrenci_yuksek_hacim,131832.0,71489.0,28,4,0.696,0.542,24.483,1.0,0.42,641,0.0468,0
882,ogrenci_yuksek_hacim,109147.0,66118.0,28,4,0.181,0.606,12.438,1.0,0.412,619,0.0961,0
883,ogrenci_yuksek_hacim,130710.0,101573.0,30,4,0.249,0.777,9.748,0.333,0.444,640,0.0154,0
884,klasik_maasli,128746.0,71785.0,6,1,1.0,0.558,35.732,0.333,0.285,828,0.0019,0
885,klasik_maasli,170796.0,121790.0,6,1,1.0,0.713,0.707,1.0,0.288,850,0.0372,0
886,ogrenci_yuksek_hacim,111514.0,75264.0,28,4,0.145,0.675,18.945,0.167,0.415,621,0.0613,0
887,ogrenci_yuksek_hacim,128211.0,84095.0,25,4,0.177,0.656,18.541,1.0,0.395,638,0.0279,0
888,dusuk_hacim_riskli,1225.0,2250.0,1,1,0.0,1.837,-19.118,1.0,0.263,501,0.997,1
889,dusuk_hacim_riskli,2622.0,2712.0,2,1,0.0,1.034,-0.784,1.0,0.267,502,0.915,1
890,ogrenci_yuksek_hacim,128186.0,70152.0,26,4,0.778,0.547,15.284,0.833,0.401,638,0.0032,0
891,dusuk_hacim_riskli,4017.0,4295.0,2,1,0.0,1.069,-2.033,0.833,0.273,504,0.9029,1
892,stajyer_degisken_gelir,97923.0,67004.0,13,2,0.415,0.684,17.307,0.833,0.322,637,0.0065,0
893,stajyer_degisken_gelir,64520.0,46815.0,9,2,0.507,0.726,14.885,0.5,0.314,604,0.0527,0
894,stajyer_degisken_gelir,97290.0,77675.0,14,2,0.237,0.798,0.586,1.0,0.358,637,0.2251,0
895,klasik_maasli,177438.0,148264.0,6,1,1.0,0.836,-0.01,1.0,0.293,850,0.1099,0
896,dusuk_hacim_riskli,7119.0,6456.0,3,1,0.974,0.907,4.466,0.667,0.274,507,0.0181,0
897,stajyer_degisken_gelir,108153.0,75838.0,11,2,0.39,0.701,25.857,1.0,0.313,648,0.0455,0
898,dusuk_hacim_riskli,1098.0,2250.0,1,1,0.0,2.049,-21.608,1.0,0.267,501,0.999,1
899,stajyer_degisken_gelir,87237.0,74047.0,13,2,0.454,0.849,9.706,0.167,0.335,627,0.0425,0
900,ogrenci_yuksek_hacim,168121.0,97637.0,30,4,0.412,0.581,7.705,0.333,0.419,678,0.0254,0
901,stajyer_degisken_gelir,89684.0,64653.0,10,2,0.462,0.721,14.45,0.833,0.307,629,0.026,0
902,stajyer_degisken_gelir,76299.0,54497.0,9,2,0.386,0.714,18.511,1.0,0.314,616,0.0231,0
903,stajyer_degisken_gelir,100704.0,91591.0,14,2,0.079,0.91,4.535,0.667,0.33,640,0.4457,1
904,stajyer_degisken_gelir,95112.0,93446.0,10,2,0.4,0.982,1.613,0.167,0.306,635,0.3678,0
905,ogrenci_yuksek_hacim,97635.0,68496.0,28,4,0.572,0.702,19.774,1.0,0.41,607,0.0677,0
906,klasik_maasli,119739.0,95163.0,6,1,1.0,0.795,16.058,0.667,0.3,819,0.0055,0
907,ogrenci_yuksek_hacim,155745.0,91133.0,29,4,0.273,0.585,17.008,0.5,0.413,665,0.1248,0
908,ogrenci_yuksek_hacim,154652.0,136404.0,26,4,0.0,0.882,5.588,0.333,0.403,664,0.3041,0
909,stajyer_degisken_gelir,82192.0,76352.0,11,2,0.144,0.929,3.655,1.0,0.313,622,0.0374,0
910,dusuk_hacim_riskli,5126.0,4648.0,2,1,0.0,0.907,4.669,1.0,0.264,505,0.1056,0
911,ogrenci_yuksek_hacim,117829.0,110548.0,30,4,0.307,0.938,5.67,0.667,0.417,627,0.0609,0
912,ogrenci_yuksek_hacim,112181.0,91365.0,25,4,0.274,0.814,5.801,0.0,0.391,622,0.0607,1
913,klasik_maasli,137494.0,82023.0,6,1,1.0,0.597,43.279,0.167,0.3,837,0.0111,0
914,klasik_maasli,123674.0,80374.0,6,1,1.0,0.65,1.113,1.0,0.291,823,0.0121,0
915,klasik_maasli,190352.0,148221.0,6,1,1.0,0.779,0.331,0.5,0.285,850,0.1226,0
916,klasik_maasli,201030.0,185450.0,6,1,1.0,0.922,-0.535,0.667,0.3,850,0.5278,1
917,stajyer_degisken_gelir,93525.0,63584.0,14,2,0.315,0.68,1.539,1.0,0.337,633,0.099,0
918,klasik_maasli,205912.0,191202.0,6,1,1.0,0.929,-0.572,1.0,0.291,850,0.1575,0
919,stajyer_degisken_gelir,71559.0,45964.0,10,2,0.353,0.642,28.55,0.333,0.312,611,0.0147,0
920,klasik_maasli,209138.0,198229.0,6,1,1.0,0.948,-0.688,0.5,0.295,850,0.7836,0
921,ogrenci_yuksek_hacim,127492.0,73646.0,30,4,0.251,0.578,8.032,1.0,0.421,637,0.0993,0
922,stajyer_degisken_gelir,83062.0,75361.0,10,2,0.497,0.907,6.658,0.667,0.306,623,0.1117,0
923,ogrenci_yuksek_hacim,148979.0,79064.0,28,4,0.168,0.531,24.059,1.0,0.41,658,0.008,0
924,klasik_maasli,111671.0,99208.0,6,1,1.0,0.888,-0.336,0.833,0.293,811,0.2501,1
925,dusuk_hacim_riskli,7950.0,9017.0,4,1,0.184,1.134,-2.513,1.0,0.278,507,0.5866,0
926,ogrenci_yuksek_hacim,130351.0,76757.0,27,4,0.264,0.589,24.328,0.333,0.409,640,0.1947,0
927,stajyer_degisken_gelir,110262.0,77072.0,15,2,0.235,0.699,16.155,1.0,0.337,650,0.0529,0
928,ogrenci_yuksek_hacim,100506.0,63085.0,29,4,0.6,0.628,20.399,0.5,0.418,610,0.0312,0
929,stajyer_degisken_gelir,76709.0,65825.0,9,2,0.388,0.858,11.444,1.0,0.307,616,0.0411,0
930,klasik_maasli,117575.0,107245.0,6,1,1.0,0.912,-0.476,0.333,0.288,817,0.1977,1
931,dusuk_hacim_riskli,2769.0,2987.0,1,1,0.0,1.079,-3.294,0.833,0.261,502,0.9486,1
932,stajyer_degisken_gelir,69383.0,67553.0,9,2,0.32,0.974,2.119,0.5,0.318,609,0.0913,1
933,stajyer_degisken_gelir,77807.0,63671.0,13,2,0.242,0.818,17.748,1.0,0.326,617,0.0772,0
934,stajyer_degisken_gelir,65525.0,50037.0,9,2,0.458,0.764,11.8,1.0,0.331,605,0.0115,0
935,dusuk_hacim_riskli,2853.0,2774.0,2,1,0.0,0.972,2.238,1.0,0.275,502,0.2596,0
936,ogrenci_yuksek_hacim,126078.0,82513.0,27,4,0.341,0.654,19.589,0.833,0.404,636,0.0177,0
937,ogrenci_yuksek_hacim,109733.0,99806.0,29,4,0.431,0.91,3.407,0.833,0.418,619,0.1081,0
938,stajyer_degisken_gelir,93618.0,59436.0,10,2,0.197,0.635,10.164,1.0,0.312,633,0.0907,0
939,dusuk_hacim_riskli,5980.0,5842.0,4,1,0.347,0.977,1.787,0.667,0.282,505,0.2507,0
940,klasik_maasli,146753.0,135136.0,6,1,1.0,0.921,4.098,1.0,0.29,846,0.0343,0
941,stajyer_degisken_gelir,80610.0,55724.0,10,2,0.323,0.691,17.894,0.667,0.307,620,0.0296,0
942,klasik_maasli,146723.0,95389.0,6,1,1.0,0.65,23.694,0.167,0.293,846,0.0317,0
943,klasik_maasli,119555.0,86931.0,6,1,1.0,0.727,0.642,0.833,0.291,819,0.1109,0
944,klasik_maasli,119639.0,89276.0,6,1,1.0,0.746,13.393,0.833,0.287,819,0.0054,0
945,dusuk_hacim_riskli,2033.0,2600.0,2,1,0.0,1.279,-10.137,0.167,0.269,502,0.978,1
946,ogrenci_yuksek_hacim,129939.0,70660.0,30,4,0.128,0.544,20.308,0.5,0.421,639,0.0105,0
947,ogrenci_yuksek_hacim,162075.0,153728.0,29,4,0.188,0.948,5.473,0.5,0.418,672,0.1433,0
948,ogrenci_yuksek_hacim,130968.0,104218.0,29,4,0.22,0.796,15.16,1.0,0.42,640,0.021,0
949,klasik_maasli,159060.0,104096.0,6,1,1.0,0.654,1.068,0.5,0.293,850,0.0454,0
950,dusuk_hacim_riskli,7422.0,6835.0,4,1,0.492,0.921,3.915,1.0,0.28,507,0.0519,0
951,dusuk_hacim_riskli,5690.0,5741.0,4,1,0.844,1.009,0.669,0.667,0.287,505,0.3481,1
952,klasik_maasli,183270.0,171097.0,6,1,1.0,0.934,-0.603,0.5,0.288,850,0.2481,0
953,dusuk_hacim_riskli,1617.0,2292.0,1,1,0.0,1.417,-11.071,1.0,0.263,501,0.9707,1
954,ogrenci_yuksek_hacim,138265.0,97654.0,30,4,0.589,0.706,27.56,0.667,0.417,648,0.0371,0
955,stajyer_degisken_gelir,73663.0,53538.0,9,2,0.556,0.727,0.413,1.0,0.316,613,0.2962,0
956,stajyer_degisken_gelir,98404.0,63757.0,13,2,0.293,0.648,3.046,0.167,0.33,638,0.041,0
957,ogrenci_yuksek_hacim,150958.0,109436.0,30,4,0.281,0.725,14.551,0.5,0.421,660,0.1131,0
958,stajyer_degisken_gelir,122886.0,97235.0,15,2,0.321,0.791,14.387,0.5,0.335,662,0.1304,0
959,klasik_maasli,189739.0,131177.0,6,1,1.0,0.691,0.858,0.5,0.285,850,0.039,0
960,klasik_maasli,203944.0,164252.0,6,1,1.0,0.805,0.173,0.5,0.293,850,0.4066,0
961,stajyer_degisken_gelir,83851.0,76430.0,14,2,0.252,0.911,0.239,1.0,0.328,623,0.7235,0
962,ogrenci_yuksek_hacim,129346.0,81607.0,29,4,0.248,0.631,6.099,0.667,0.416,639,0.0541,0
